date,amount,category,description,is_expense,amount_abs
1725-01-01,7315.0,housing,...,False,7315.0
1725-01-01,1245.0,utilities,nan,False,1245.0
1975-01-01,2353.0,rnt,Fixed deposit,False,2353.0
1975-01-01,817.0,health,Train ticket,False,817.0
1975-01-01,2252.0,fod,Monthly rent payment,False,2252.0
1975-01-01,600.0,foods,asdfgh,False,600.0
1975-01-01,1544.0,educaton,xyz123,False,1544.0
1975-01-01,1025.0,housing,Gym membership,False,1025.0
1975-01-01,999999.0,foods,!!!,False,999999.0
1975-01-01,69656.0,others,Lunch,False,69656.0
1975-01-01,49021.0,investment,Coffee,False,49021.0
1975-01-01,3194.0,health,nan,False,3194.0
1975-01-01,2280.0,educaton,nan,False,2280.0
1975-01-01,5480.0,education,...,False,5480.0
1975-01-01,73105.0,freelance,!!!,False,73105.0
1975-01-01,6998.0,food,test,False,6998.0
1975-01-01,648.0,housing,Restaurant dinner,False,648.0
1975-01-01,7779.0,travl,asdfgh,False,7779.0
1975-01-01,47673.0,freelance,Medicine,False,47673.0
1975-01-01,3318.0,fod,Restaurant dinner,False,3318.0
1975-01-01,4777.0,entertain,Shopping,False,4777.0
1975-01-01,45395.0,housing,nan,False,45395.0
1975-01-01,4612.0,nan,Coffee,False,4612.0
1975-01-01,1889.0,food,Online course,False,1889.0
1975-01-01,1300.0,fod,Restaurant dinner,False,1300.0
1975-01-01,18386.0,housing,Online course,False,18386.0
1975-01-01,8603.0,housing,Restaurant dinner,False,8603.0
1975-01-01,3290.0,food,Books,False,3290.0
1975-01-01,1220.0,nan,Petrol,False,1220.0
1975-01-01,25099.0,freelance,Shopping,False,25099.0
1975-01-01,2926.0,food,Books,False,2926.0
1975-01-01,9907.0,education,nan,False,9907.0
1888-01-01,75689.0,income,misc,False,75689.0
1888-01-01,8858.0,housing,nan,False,8858.0
1888-01-01,2636.0,entrtnmnt,nan,False,2636.0
1888-01-01,6208.0,utilities,Movie tickets,False,6208.0
1888-01-01,8970.0,food,Electricity bill,False,8970.0
1888-01-01,20195.0,income,Restaurant dinner,False,20195.0
1888-01-01,3306.0,foods,Shopping,False,3306.0
1888-01-01,199.0,traval,nan,False,199.0
1888-01-01,4397.0,utility,...,False,4397.0
1888-01-01,1259.0,food,Shopping,False,1259.0
1888-01-01,-1000.0,housing,nan,True,1000.0
1888-01-01,6679.0,fod,Lunch,False,6679.0
1888-01-01,1321.0,food,Internet bill,False,1321.0
1888-01-01,3832.0,savings,Lunch,False,3832.0
1888-01-01,1975.0,foods,nan,False,1975.0
1708-01-01,1636.0,food,asdfgh,False,1636.0
1708-01-01,4537.0,educaton,Fixed deposit,False,4537.0
1708-01-01,8099.0,rnt,nan,False,8099.0
1708-01-01,54771.0,investment,Books,False,54771.0
1708-01-01,31663.0,freelance,Petrol,False,31663.0
1708-01-01,4876.0,entertainment,Internet bill,False,4876.0
1708-01-01,11329.0,housing,Fixed deposit,False,11329.0
1708-01-01,69831.0,bonus,nan,False,69831.0
1708-01-01,11027.0,freelance,Uber ride,False,11027.0
1708-01-01,6689.0,utilities,Petrol,False,6689.0
1708-01-01,8300.0,utlities,Online course,False,8300.0
1708-01-01,3750.0,travel,Online course,False,3750.0
1708-01-01,5896.0,utilities,Books,False,5896.0
1708-01-01,31660.0,housing,Fixed deposit,False,31660.0
1708-01-01,1016.0,rnt,xyz123,False,1016.0
1708-01-01,9988.0,housing,Internet bill,False,9988.0
1708-01-01,24320.0,others,Shopping,False,24320.0
1708-01-01,3559.0,food,Books,False,3559.0
1708-01-01,14297.0,income,Electricity bill,False,14297.0
1708-01-01,203.0,savings,Coffee,False,203.0
1708-01-01,4288.0,health,xyz123,False,4288.0
1708-01-01,39718.0,bonus,xyz123,False,39718.0
1708-01-01,5005.0,food,Internet bill,False,5005.0
1708-01-01,6806.0,travl,Fixed deposit,False,6806.0
1708-01-01,231.0,foods,nan,False,231.0
1708-01-01,1249.0,traval,!!!,False,1249.0
1708-01-01,717.0,food,nan,False,717.0
1708-01-01,3833.0,utilities,!!!,False,3833.0
1708-01-01,2865.0,foods,Grocery shopping,False,2865.0
1708-01-01,415.0,utlities,nan,False,415.0
1708-01-01,3588.0,travl,xyz123,False,3588.0
1708-01-01,4377.0,entrtnmnt,nan,False,4377.0
1708-01-01,3777.0,foodd,Grocery shopping,False,3777.0
1708-01-01,5077.0,housing,Restaurant dinner,False,5077.0
1708-01-01,17108.0,nan,Gym membership,False,17108.0
1708-01-01,2599.0,food,Lunch,False,2599.0
1708-01-01,2535.0,travel,ATM withdrawal,False,2535.0
1708-01-01,4069.0,travel,Electricity bill,False,4069.0
1708-01-01,4643.0,housing,Internet bill,False,4643.0
1708-01-01,9638.0,food,...,False,9638.0
1708-01-01,1084.0,educaton,nan,False,1084.0
1708-01-01,9249.0,food,Shopping,False,9249.0
1708-01-01,3471.0,edu,test,False,3471.0
1708-01-01,6786.0,misc,Monthly rent payment,False,6786.0
1708-01-01,3421.0,education,xyz123,False,3421.0
1708-01-01,3771.0,food,xyz123,False,3771.0
1708-01-01,12377.0,investment,Fixed deposit,False,12377.0
1708-01-01,38137.0,housing,Electricity bill,False,38137.0
1708-01-01,6963.0,travel,Books,False,6963.0
1708-01-01,70223.0,bonus,Coffee,False,70223.0
1708-01-01,4100.0,nan,asdfgh,False,4100.0
1708-01-01,26643.0,housing,ATM withdrawal,False,26643.0
1708-01-01,6196.0,food,nan,False,6196.0
1708-01-01,1005.0,food,nan,False,1005.0
1708-01-01,5071.0,traval,Online course,False,5071.0
1708-01-01,3172.0,food,Fixed deposit,False,3172.0
1708-01-01,453.0,fod,Grocery shopping,False,453.0
1708-01-01,64553.0,freelance,Shopping,False,64553.0
1708-01-01,3552.0,savings,Train ticket,False,3552.0
1708-01-01,4995.0,entrtnmnt,nan,False,4995.0
1708-01-01,12381.0,others,nan,False,12381.0
1708-01-01,3338.0,food,Movie tickets,False,3338.0
1708-01-01,254385.0,investment,nan,False,254385.0
1708-01-01,2309.0,utilities,test,False,2309.0
1708-01-01,0.0,foods,...,False,0.0
1708-01-01,4107.0,food,Coffee,False,4107.0
1708-01-01,9414.0,housing,Lunch,False,9414.0
1708-01-01,1763.0,traval,Shopping,False,1763.0
1708-01-01,69750.0,income,Fixed deposit,False,69750.0
1708-01-01,8849.0,travel,nan,False,8849.0
1708-01-01,5282.0,utilties,ATM withdrawal,False,5282.0
1708-01-01,8153.0,utilties,nan,False,8153.0
1708-01-01,3199.0,education,Gym membership,False,3199.0
1708-01-01,1021.0,food,Shopping,False,1021.0
1708-01-01,46244.0,others,nan,False,46244.0
1708-01-01,6064.0,others,Movie tickets,False,6064.0
1708-01-01,1897.0,education,Monthly rent payment,False,1897.0
1708-01-01,12555.0,others,Monthly rent payment,False,12555.0
1708-01-01,59348.0,bonus,Movie tickets,False,59348.0
1708-01-01,7800.0,travl,EMI payment,False,7800.0
1934-01-01,8620.0,food,Coffee,False,8620.0
1934-01-01,7841.0,entertainment,Coffee,False,7841.0
1934-01-01,377.0,entertainment,Coffee,False,377.0
1934-01-01,6857.0,housing,Movie tickets,False,6857.0
1934-01-01,69187.0,bonus,Online course,False,69187.0
1934-01-01,3969.0,food,Lunch,False,3969.0
1934-01-01,3262.0,foodd,Shopping,False,3262.0
2038-01-01,11395.0,housing,Train ticket,False,11395.0
2038-01-01,8048.0,housing,nan,False,8048.0
2038-01-01,955.0,entertainment,Medicine,False,955.0
2038-01-01,71096.0,others,Petrol,False,71096.0
2038-01-01,3359.0,foodd,nan,False,3359.0
2038-01-01,2971.0,savings,Doctor consultation,False,2971.0
1811-01-01,5280.0,utilities,Fixed deposit,False,5280.0
1811-01-01,3999.0,utility,Fixed deposit,False,3999.0
1811-01-01,76935.0,investment,Lunch,False,76935.0
1811-01-01,8026.0,utilities,Lunch,False,8026.0
1811-01-01,9669.0,housing,Coffee,False,9669.0
1811-01-01,982.0,utilities,Books,False,982.0
1811-01-01,3860.0,fod,Grocery shopping,False,3860.0
1811-01-01,15359.0,housing,Gym membership,False,15359.0
1811-01-01,5337.0,housing,Train ticket,False,5337.0
1811-01-01,7993.0,nan,test,False,7993.0
1811-01-01,2072.0,savings,Shopping,False,2072.0
1811-01-01,6817.0,entrtnmnt,Internet bill,False,6817.0
1811-01-01,9028.0,entrtnmnt,Gym membership,False,9028.0
1811-01-01,42628.0,housing,Internet bill,False,42628.0
1811-01-01,1727.0,travel,Petrol,False,1727.0
1811-01-01,7457.0,educaton,!!!,False,7457.0
1811-01-01,40333.0,housing,Petrol,False,40333.0
1811-01-01,4795.0,food,Electricity bill,False,4795.0
1811-01-01,9178.0,travl,Restaurant dinner,False,9178.0
1811-01-01,2678.0,food,Petrol,False,2678.0
1811-01-01,59348.0,bonus,Movie tickets,False,59348.0
1811-01-01,17142.0,bonus,Train ticket,False,17142.0
1811-01-01,5490.0,travel,Grocery shopping,False,5490.0
1811-01-01,7306.0,education,Train ticket,False,7306.0
1999-01-01,29916.0,housing,Medicine,False,29916.0
1999-01-01,3482.0,food,Medicine,False,3482.0
1999-01-01,64935.0,others,!!!,False,64935.0
1999-01-01,3654.0,travl,Gym membership,False,3654.0
1999-01-01,11386.0,income,Uber ride,False,11386.0
1999-01-01,7538.0,rnt,misc,False,7538.0
1999-01-01,8167.0,entertainment,Fixed deposit,False,8167.0
1999-01-01,333.0,food,Books,False,333.0
1999-01-01,6722.0,entrtnmnt,Uber ride,False,6722.0
1999-01-01,9803.0,housing,test,False,9803.0
1999-01-01,8019.0,housing,Lunch,False,8019.0
1999-01-01,2953.0,education,Coffee,False,2953.0
1999-01-01,27046.0,investment,xyz123,False,27046.0
1999-01-01,837.0,educaton,asdfgh,False,837.0
1999-01-01,8868.0,travel,nan,False,8868.0
1999-01-01,2921.0,entrtnmnt,test,False,2921.0
1999-01-01,4505.0,travel,nan,False,4505.0
1999-01-01,38733.0,investment,...,False,38733.0
1999-01-01,55629.0,income,xyz123,False,55629.0
1999-01-01,9470.0,rnt,Uber ride,False,9470.0
1999-01-01,1649.0,edu,...,False,1649.0
1999-01-01,972.0,foods,nan,False,972.0
1707-01-01,36536.0,housing,xyz123,False,36536.0
1957-01-01,1358.0,edu,Uber ride,False,1358.0
1957-01-01,2540.0,utilities,xyz123,False,2540.0
1957-01-01,76554.0,others,Petrol,False,76554.0
1957-01-01,46512.0,investment,Grocery shopping,False,46512.0
1957-01-01,5071.0,food,Coffee,False,5071.0
1957-01-01,1016.0,entertain,nan,False,1016.0
1957-01-01,9780.0,food,Internet bill,False,9780.0
1957-01-01,3896.0,utlities,Grocery shopping,False,3896.0
1957-01-01,24730.0,housing,Gym membership,False,24730.0
1957-01-01,35072.0,bonus,EMI payment,False,35072.0
1957-01-01,8452.0,education,Fixed deposit,False,8452.0
1957-01-01,40883.0,bonus,Petrol,False,40883.0
1957-01-01,46285.0,investment,Doctor consultation,False,46285.0
1957-01-01,37286.0,housing,Grocery shopping,False,37286.0
1957-01-01,-500.0,travl,Medicine,True,500.0
1957-01-01,9850.0,travel,misc,False,9850.0
1957-01-01,8981.0,food,Medicine,False,8981.0
1957-01-01,7686.0,utilities,misc,False,7686.0
1957-01-01,5657.0,housing,nan,False,5657.0
1957-01-01,3915.0,food,Grocery shopping,False,3915.0
1957-01-01,1921.0,entertain,Grocery shopping,False,1921.0
1957-01-01,9885.0,saving,Train ticket,False,9885.0
1957-01-01,3865.0,food,Online course,False,3865.0
1957-01-01,1544.0,travel,Books,False,1544.0
1957-01-01,6591.0,housing,!!!,False,6591.0
1957-01-01,47690.0,housing,nan,False,47690.0
1957-01-01,25258.0,bonus,Gym membership,False,25258.0
1957-01-01,9577.0,rnt,Grocery shopping,False,9577.0
1957-01-01,7554.0,nan,Electricity bill,False,7554.0
1957-01-01,1476.0,food,Online course,False,1476.0
1957-01-01,4873.0,foods,Grocery shopping,False,4873.0
1957-01-01,8969.0,others,nan,False,8969.0
1957-01-01,6133.0,travl,Shopping,False,6133.0
1957-01-01,6081.0,entertain,Doctor consultation,False,6081.0
1957-01-01,8239.0,nan,asdfgh,False,8239.0
1957-01-01,4538.0,foods,Doctor consultation,False,4538.0
1957-01-01,7523.0,housing,Electricity bill,False,7523.0
1957-01-01,23217.0,freelance,nan,False,23217.0
1957-01-01,873.0,travel,Train ticket,False,873.0
1957-01-01,73885.0,investment,Electricity bill,False,73885.0
1957-01-01,6780.0,edu,Petrol,False,6780.0
1957-01-01,10926.0,investment,Electricity bill,False,10926.0
1957-01-01,6259.0,food,Doctor consultation,False,6259.0
1957-01-01,8887.0,education,Coffee,False,8887.0
1957-01-01,1974.0,housing,test,False,1974.0
1957-01-01,56796.0,income,Movie tickets,False,56796.0
1957-01-01,2134.0,foodd,test,False,2134.0
1957-01-01,1641.0,rnt,Train ticket,False,1641.0
1957-01-01,1096.0,foods,nan,False,1096.0
1957-01-01,8899.0,housing,Electricity bill,False,8899.0
1957-01-01,1152.0,housing,Internet bill,False,1152.0
1961-01-01,23191.0,others,nan,False,23191.0
1961-01-01,7027.0,traval,Restaurant dinner,False,7027.0
1961-01-01,42668.0,bonus,nan,False,42668.0
1961-01-01,8542.0,entertainment,Internet bill,False,8542.0
1961-01-01,3896.0,housing,Movie tickets,False,3896.0
1961-01-01,7839.0,travl,Books,False,7839.0
2260-01-01,58313.0,freelance,ATM withdrawal,False,58313.0
2260-01-01,1401.0,foods,Movie tickets,False,1401.0
2260-01-01,6928.0,travel,EMI payment,False,6928.0
2260-01-01,9089.0,educaton,Petrol,False,9089.0
2260-01-01,1695.0,utlities,Electricity bill,False,1695.0
2260-01-01,54685.0,investment,Monthly rent payment,False,54685.0
2260-01-01,1620.0,food,Train ticket,False,1620.0
2260-01-01,34947.0,income,Grocery shopping,False,34947.0
2260-01-01,4398.0,foods,...,False,4398.0
2260-01-01,3458.0,entertainment,asdfgh,False,3458.0
2260-01-01,58526.0,income,EMI payment,False,58526.0
2260-01-01,9460.0,utilities,nan,False,9460.0
2260-01-01,4318.0,foods,Restaurant dinner,False,4318.0
2260-01-01,51746.0,income,nan,False,51746.0
2260-01-01,8501.0,entertainment,Restaurant dinner,False,8501.0
1715-01-01,6192.0,housing,EMI payment,False,6192.0
1715-01-01,3829.0,foods,nan,False,3829.0
1715-01-01,9313.0,others,ATM withdrawal,False,9313.0
1715-01-01,-500.0,rnt,nan,True,500.0
1715-01-01,999999999.0,housing,Petrol,False,999999999.0
1899-01-01,5666.0,entrtnmnt,asdfgh,False,5666.0
1899-01-01,3178.0,foods,Lunch,False,3178.0
1899-01-01,1596.0,fod,Petrol,False,1596.0
1899-01-01,3735.0,utilities,asdfgh,False,3735.0
1899-01-01,8799.0,health,Fixed deposit,False,8799.0
1899-01-01,6517.0,rnt,!!!,False,6517.0
1899-01-01,3020.0,foods,nan,False,3020.0
1899-01-01,3713.0,entertainment,Doctor consultation,False,3713.0
1899-01-01,6993.0,utilities,nan,False,6993.0
1899-01-01,3689.0,entertain,Online course,False,3689.0
1899-01-01,6443.0,fod,Grocery shopping,False,6443.0
1899-01-01,53920.0,income,!!!,False,53920.0
1899-01-01,8963.0,food,Lunch,False,8963.0
1899-01-01,7543.0,traval,misc,False,7543.0
1899-01-01,20419.0,others,Lunch,False,20419.0
1899-01-01,50731.0,others,ATM withdrawal,False,50731.0
1899-01-01,907.0,food,EMI payment,False,907.0
1899-01-01,4044.0,foodd,Books,False,4044.0
1899-01-01,5782.0,entertainment,Online course,False,5782.0
1899-01-01,3092.0,foodd,Train ticket,False,3092.0
1899-01-01,6247.0,education,ATM withdrawal,False,6247.0
1899-01-01,1327.0,food,Online course,False,1327.0
1899-01-01,1793.0,savings,Monthly rent payment,False,1793.0
1899-01-01,5875.0,health,...,False,5875.0
1899-01-01,9361.0,utilties,Train ticket,False,9361.0
1899-01-01,25503.0,others,Monthly rent payment,False,25503.0
1899-01-01,9488.0,travel,Doctor consultation,False,9488.0
1899-01-01,1335.0,food,Online course,False,1335.0
1899-01-01,1175.0,entertainment,Fixed deposit,False,1175.0
1899-01-01,2670.0,savings,nan,False,2670.0
1899-01-01,4280.0,health,Grocery shopping,False,4280.0
1899-01-01,1967.0,education,Grocery shopping,False,1967.0
1899-01-01,11268.0,housing,Online course,False,11268.0
1899-01-01,50409.0,income,Uber ride,False,50409.0
1899-01-01,9518.0,rnt,Doctor consultation,False,9518.0
1899-01-01,770.0,entrtnmnt,nan,False,770.0
1899-01-01,26810.0,freelance,nan,False,26810.0
1899-01-01,2778.0,housing,nan,False,2778.0
1899-01-01,9413.0,food,nan,False,9413.0
1899-01-01,2777.0,housing,nan,False,2777.0
1899-01-01,1640.0,traval,Lunch,False,1640.0
1899-01-01,5132.0,housing,test,False,5132.0
1899-01-01,1163.0,education,Online course,False,1163.0
1899-01-01,7597.0,utilities,nan,False,7597.0
1899-01-01,5984.0,food,Petrol,False,5984.0
1899-01-01,8743.0,utilties,Internet bill,False,8743.0
1899-01-01,20350.0,income,Grocery shopping,False,20350.0
1899-01-01,28444.0,bonus,Online course,False,28444.0
1899-01-01,7284.0,education,!!!,False,7284.0
1899-01-01,5600.0,fod,nan,False,5600.0
1899-01-01,68186.0,investment,Gym membership,False,68186.0
1899-01-01,6648.0,savings,Internet bill,False,6648.0
1899-01-01,4999.0,utilities,Online course,False,4999.0
1899-01-01,5311.0,food,Train ticket,False,5311.0
1899-01-01,7892.0,travl,Shopping,False,7892.0
1899-01-01,6241.0,utilties,Medicine,False,6241.0
1954-01-01,15177.0,housing,nan,False,15177.0
1954-01-01,4813.0,food,Movie tickets,False,4813.0
1954-01-01,8562.0,education,Internet bill,False,8562.0
1954-01-01,4072.0,travel,nan,False,4072.0
1954-01-01,17069.0,freelance,Books,False,17069.0
1954-01-01,277040.0,investment,Monthly rent payment,False,277040.0
1954-01-01,7225.0,travl,Coffee,False,7225.0
1954-01-01,2524.0,nan,nan,False,2524.0
1954-01-01,2086.0,others,asdfgh,False,2086.0
1954-01-01,6455.0,health,nan,False,6455.0
1954-01-01,882.0,nan,Monthly rent payment,False,882.0
1954-01-01,507.0,utilties,ATM withdrawal,False,507.0
1954-01-01,8437.0,fod,test,False,8437.0
2049-01-01,-500.0,housing,nan,True,500.0
2049-01-01,4023.0,foods,Electricity bill,False,4023.0
2049-01-01,775.0,entrtnmnt,nan,False,775.0
2049-01-01,1130.0,housing,Fixed deposit,False,1130.0
2049-01-01,4040.0,food,nan,False,4040.0
2049-01-01,228.0,housing,Petrol,False,228.0
2049-01-01,4746.0,travl,Shopping,False,4746.0
2049-01-01,6664.0,traval,Fixed deposit,False,6664.0
2088-01-01,3790.0,travel,EMI payment,False,3790.0
2088-01-01,9267.0,utility,Train ticket,False,9267.0
2088-01-01,104.0,travel,...,False,104.0
2088-01-01,6696.0,others,Online course,False,6696.0
2088-01-01,2743.0,entrtnmnt,Shopping,False,2743.0
2088-01-01,798.0,utility,Monthly rent payment,False,798.0
2088-01-01,56061.0,bonus,Doctor consultation,False,56061.0
2088-01-01,2708.0,utilties,nan,False,2708.0
2088-01-01,8995.0,utilities,asdfgh,False,8995.0
2088-01-01,663.0,fod,Grocery shopping,False,663.0
2088-01-01,18087.0,others,Electricity bill,False,18087.0
2088-01-01,5705.0,utilties,nan,False,5705.0
2088-01-01,1042.0,housing,Coffee,False,1042.0
2088-01-01,9244.0,traval,EMI payment,False,9244.0
2088-01-01,4266.0,foods,Gym membership,False,4266.0
2045-01-01,9658.0,housing,Shopping,False,9658.0
1781-01-01,4193.0,rnt,Movie tickets,False,4193.0
1781-01-01,3245.0,health,nan,False,3245.0
1781-01-01,2270.0,foodd,Restaurant dinner,False,2270.0
1781-01-01,38336.0,others,misc,False,38336.0
1781-01-01,3433.0,travel,nan,False,3433.0
1781-01-01,289.0,entertain,nan,False,289.0
1781-01-01,21687.0,investment,Electricity bill,False,21687.0
1781-01-01,7575.0,travl,!!!,False,7575.0
1781-01-01,28477.0,bonus,misc,False,28477.0
1781-01-01,8642.0,saving,test,False,8642.0
1781-01-01,7353.0,health,!!!,False,7353.0
1781-01-01,8693.0,utilities,Restaurant dinner,False,8693.0
1781-01-01,4213.0,food,Monthly rent payment,False,4213.0
1781-01-01,4674.0,utilities,Movie tickets,False,4674.0
1781-01-01,6552.0,entertainment,Monthly rent payment,False,6552.0
1781-01-01,5770.0,utilities,xyz123,False,5770.0
1781-01-01,3200.0,foods,Coffee,False,3200.0
1781-01-01,9385.0,educaton,Fixed deposit,False,9385.0
1781-01-01,5770.0,housing,Train ticket,False,5770.0
1781-01-01,7139.0,fod,nan,False,7139.0
1781-01-01,7738.0,utility,Train ticket,False,7738.0
1781-01-01,30076.0,freelance,Electricity bill,False,30076.0
1781-01-01,7881.0,travl,Train ticket,False,7881.0
1781-01-01,3711.0,travl,Books,False,3711.0
1781-01-01,50616.0,others,Medicine,False,50616.0
1781-01-01,1741.0,foodd,Uber ride,False,1741.0
1781-01-01,4621.0,savings,nan,False,4621.0
1781-01-01,1897.0,traval,nan,False,1897.0
1781-01-01,23748.0,housing,Coffee,False,23748.0
1781-01-01,4620.0,entrtnmnt,Books,False,4620.0
1781-01-01,1255.0,food,nan,False,1255.0
1781-01-01,216.0,housing,Coffee,False,216.0
1781-01-01,995.0,education,Medicine,False,995.0
1781-01-01,5085.0,health,Monthly rent payment,False,5085.0
1781-01-01,553.0,foodd,Lunch,False,553.0
1781-01-01,4882.0,travel,asdfgh,False,4882.0
1781-01-01,2803.0,food,Electricity bill,False,2803.0
1781-01-01,1065.0,traval,...,False,1065.0
1781-01-01,5269.0,education,asdfgh,False,5269.0
1781-01-01,27272.0,freelance,Coffee,False,27272.0
1781-01-01,7259.0,helth,asdfgh,False,7259.0
1781-01-01,19148.0,others,nan,False,19148.0
1781-01-01,7208.0,education,xyz123,False,7208.0
1781-01-01,7467.0,traval,Grocery shopping,False,7467.0
1781-01-01,2641.0,food,xyz123,False,2641.0
1781-01-01,47508.0,others,nan,False,47508.0
1781-01-01,66432.0,income,Movie tickets,False,66432.0
1781-01-01,1547.0,traval,Shopping,False,1547.0
1781-01-01,36012.0,income,Online course,False,36012.0
1781-01-01,40149.0,others,Coffee,False,40149.0
1781-01-01,8082.0,travl,nan,False,8082.0
1781-01-01,45615.0,others,Doctor consultation,False,45615.0
1781-01-01,7539.0,traval,asdfgh,False,7539.0
1781-01-01,7546.0,utilities,Shopping,False,7546.0
1781-01-01,3706.0,edu,Lunch,False,3706.0
1781-01-01,53078.0,bonus,Petrol,False,53078.0
1781-01-01,3840.0,foodd,Gym membership,False,3840.0
1781-01-01,78783.0,others,nan,False,78783.0
1781-01-01,1120.0,educaton,Lunch,False,1120.0
1781-01-01,4587.0,food,Doctor consultation,False,4587.0
1781-01-01,9750.0,utilities,test,False,9750.0
1781-01-01,4986.0,education,Electricity bill,False,4986.0
1781-01-01,9229.0,utlities,Internet bill,False,9229.0
1781-01-01,28003.0,others,Monthly rent payment,False,28003.0
1781-01-01,2599.0,entertainment,Uber ride,False,2599.0
1781-01-01,9677.0,entrtnmnt,Medicine,False,9677.0
1781-01-01,4120.0,food,Coffee,False,4120.0
1781-01-01,51440.0,others,Coffee,False,51440.0
1781-01-01,2660.0,traval,Electricity bill,False,2660.0
1781-01-01,36576.0,housing,ATM withdrawal,False,36576.0
1781-01-01,3590.0,education,nan,False,3590.0
1781-01-01,4682.0,utilities,Train ticket,False,4682.0
1781-01-01,6829.0,travel,nan,False,6829.0
1781-01-01,69778.0,investment,!!!,False,69778.0
1781-01-01,1350.0,fod,Grocery shopping,False,1350.0
1781-01-01,213867.0,income,nan,False,213867.0
1781-01-01,657.0,food,nan,False,657.0
1781-01-01,8578.0,travel,Movie tickets,False,8578.0
1781-01-01,75604.0,bonus,ATM withdrawal,False,75604.0
1781-01-01,7805.0,nan,misc,False,7805.0
1781-01-01,145.0,food,Gym membership,False,145.0
1781-01-01,3480.0,savings,nan,False,3480.0
1781-01-01,0.0,rnt,nan,False,0.0
1781-01-01,8923.0,education,Restaurant dinner,False,8923.0
1781-01-01,1035.0,food,Internet bill,False,1035.0
1781-01-01,1396.0,travel,Internet bill,False,1396.0
1781-01-01,43834.0,income,asdfgh,False,43834.0
1781-01-01,4026.0,foodd,Train ticket,False,4026.0
1781-01-01,6492.0,nan,Books,False,6492.0
2066-01-01,3072.0,entrtnmnt,Books,False,3072.0
2066-01-01,9535.0,traval,Internet bill,False,9535.0
2066-01-01,824.0,foodd,Doctor consultation,False,824.0
2066-01-01,5175.0,rnt,test,False,5175.0
2262-01-01,4398.0,entertain,Electricity bill,False,4398.0
2262-01-01,245156.0,income,!!!,False,245156.0
2262-01-01,6051.0,housing,Shopping,False,6051.0
2262-01-01,2301.0,utilities,misc,False,2301.0
2219-01-01,40590.0,freelance,xyz123,False,40590.0
2219-01-01,6961.0,housing,xyz123,False,6961.0
2219-01-01,4252.0,food,Petrol,False,4252.0
2219-01-01,38906.0,housing,Restaurant dinner,False,38906.0
2219-01-01,40318.0,housing,Internet bill,False,40318.0
2219-01-01,2226.0,travel,!!!,False,2226.0
2219-01-01,6252.0,fod,!!!,False,6252.0
2219-01-01,42162.0,housing,Coffee,False,42162.0
2001-01-01,3844.0,foods,Doctor consultation,False,3844.0
2001-01-01,2575.0,health,ATM withdrawal,False,2575.0
2001-01-01,2323.0,entertainment,Gym membership,False,2323.0
2001-01-01,32511.0,housing,Online course,False,32511.0
2001-01-01,6809.0,food,!!!,False,6809.0
2001-01-01,721.0,foods,Gym membership,False,721.0
1960-01-01,65957.0,income,Medicine,False,65957.0
1960-01-01,9343.0,food,Petrol,False,9343.0
1960-01-01,5887.0,others,misc,False,5887.0
1960-01-01,8063.0,travel,Lunch,False,8063.0
1755-01-01,4554.0,foods,Doctor consultation,False,4554.0
1755-01-01,2023.0,foodd,nan,False,2023.0
1755-01-01,3919.0,food,nan,False,3919.0
1755-01-01,22324.0,freelance,Coffee,False,22324.0
1755-01-01,7271.0,food,test,False,7271.0
1755-01-01,6436.0,education,Restaurant dinner,False,6436.0
1755-01-01,7751.0,housing,Online course,False,7751.0
1755-01-01,7517.0,entertainment,Electricity bill,False,7517.0
1786-01-01,4195.0,food,Doctor consultation,False,4195.0
1786-01-01,38497.0,bonus,Train ticket,False,38497.0
1786-01-01,4529.0,foods,nan,False,4529.0
1786-01-01,2642.0,foods,nan,False,2642.0
1786-01-01,6674.0,entertain,nan,False,6674.0
1786-01-01,1754.0,entrtnmnt,Petrol,False,1754.0
1786-01-01,4297.0,edu,Grocery shopping,False,4297.0
1786-01-01,5727.0,utilities,nan,False,5727.0
1786-01-01,7572.0,utilties,Electricity bill,False,7572.0
1786-01-01,185.0,utilities,Shopping,False,185.0
1786-01-01,5075.0,housing,Grocery shopping,False,5075.0
1786-01-01,999999999.0,travel,Books,False,999999999.0
1786-01-01,2293.0,entrtnmnt,Train ticket,False,2293.0
1786-01-01,4022.0,utlities,Train ticket,False,4022.0
1786-01-01,6217.0,food,xyz123,False,6217.0
1786-01-01,13682.0,housing,Fixed deposit,False,13682.0
1786-01-01,3658.0,health,Doctor consultation,False,3658.0
1786-01-01,7061.0,travel,xyz123,False,7061.0
1786-01-01,2037.0,nan,Online course,False,2037.0
1786-01-01,3389.0,utilties,nan,False,3389.0
1786-01-01,8777.0,health,Petrol,False,8777.0
1786-01-01,77593.0,others,Grocery shopping,False,77593.0
1786-01-01,6896.0,helth,Coffee,False,6896.0
1786-01-01,5412.0,housing,nan,False,5412.0
1786-01-01,7222.0,education,Movie tickets,False,7222.0
1786-01-01,999999999.0,other,EMI payment,False,999999999.0
1786-01-01,4925.0,entertainment,Shopping,False,4925.0
1786-01-01,1624.0,food,!!!,False,1624.0
1786-01-01,4164.0,entertain,Petrol,False,4164.0
1786-01-01,1315.0,savings,Electricity bill,False,1315.0
1786-01-01,9531.0,entertain,Uber ride,False,9531.0
